id,check,adm.level,Bundesland,Landkreis,intervention,start,end,comment,reference,reference2
"1,CORRECT,1,,,speech,2020-03-13,,""Merkel,Steinmeier"",https://www.rnd.de/politik/steinmeier-zu-corona-epidemie-dauer-der-krise-noch-nicht-absehbar-PUQP6YC7SGPT2LHBU6TGUH5NIQ.html,https://www.nytimes.com/2020/03/11/world/europe/coronavirus-merkel-germany.html"
2,CORRECT,1,,,speech,2020-03-19,,Merkel,https://www.bundeskanzlerin.de/bkin-de/aktuelles/fernsehansprache-von-bundeskanzlerin-angela-merkel-1732134,
3,NEW,1,,,narrow testing,2020-03-25,,,https://www.ptaheute.de/index.php?id=5599,
4,NEW,1,,,symptomatic testing,2020-04-24,,,https://www.tagesschau.de/inland/rki-coronavirus-109.html,
5,CORRECT,1,,,full testing,2020-06-17,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Teststrategie/Nat-Teststrat.html,
6,CORRECT,1,,,speech open,2020-04-17,,Spahn,https://www.bz-berlin.de/deutschland/spahn-corona-ausbruch-ist-beherrschbar-geworden,
7,CORRECT,1,,,masks recommended,2020-04-15,,,https://www.spiegel.de/politik/deutschland/coronavirus-bund-und-laender-empfehlen-dringend-schutzmasken-in-geschaeften-a-d74e7df2-c79b-4699-9f99-e3615598137f,
9,CORRECT,1,,,events recommended,2020-02-28,,rki,https://www.bmi.bund.de/SharedDocs/kurzmeldungen/DE/2020/02/handlungsempfehlungen-corona-rki.html,
10,CORRECT,1,,,events recommended,2020-03-12,,1000,https://www.bundesregierung.de/breg-de/themen/coronavirus/beschluss-zu-corona-1730292,
14,NEW,2,Baden-Württemberg,,holidays,2020-04-06,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
15,NEW,2,Bayern,,holidays,2020-04-06,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
16,NEW,2,Berlin,,holidays,2020-04-06,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
17,NEW,2,Brandenburg,,holidays,2020-04-06,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
18,NEW,2,Bremen,,holidays,2020-03-30,2020-04-15,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
19,NEW,2,Hamburg,,holidays,2020-03-02,2020-03-16,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
20,NEW,2,Hessen,,holidays,2020-04-06,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
21,NEW,2,Mecklenburg-Vorpommern,,holidays,2020-04-06,2020-04-16,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
22,NEW,2,Niedersachsen,,holidays,2020-03-30,2020-04-15,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
23,NEW,2,Nordrhein-Westfalen,,holidays,2020-04-06,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
24,NEW,2,Rheinland-Pfalz,,holidays,2020-04-09,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
25,NEW,2,Saarland,,holidays,2020-04-14,2020-04-27,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
26,NEW,2,Sachsen,,holidays,2020-04-10,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
27,NEW,2,Sachsen-Anhalt,,holidays,2020-04-06,2020-04-13,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
28,NEW,2,Schleswig-Holstein,,holidays,2020-03-30,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
29,NEW,2,Thüringen,,holidays,2020-04-06,2020-04-20,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
31,NEW,2,Baden-Württemberg,,holidays,2020-06-02,2020-06-15,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
32,NEW,2,Bayern,,holidays,2020-06-02,2020-06-15,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
33,NEW,2,Berlin,,holidays,2020-05-08,2020-05-11,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
34,NEW,2,Berlin,,holidays,2020-05-22,2020-05-25,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
35,NEW,2,Bremen,,holidays,2020-06-02,2020-06-03,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
36,NEW,2,Bremen,,holidays,2020-05-22,2020-05-25,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
37,NEW,2,Hamburg,,holidays,2020-05-18,2020-05-25,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
38,NEW,2,Mecklenburg-Vorpommern,,holidays,2020-05-22,2020-05-25,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
39,NEW,2,Mecklenburg-Vorpommern,,holidays,2020-05-29,2020-06-03,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
40,NEW,2,Niedersachsen,,holidays,2020-05-22,2020-05-25,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
41,CORRECT,2,Niedersachsen,,holidays,2020-06-02,2020-06-03,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
42,CORRECT,2,Nordrhein-Westfalen,,holidays,2020-06-02,2020-06-03,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
43,NEW,2,Sachsen,,holidays,2020-05-22,2020-05-25,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
44,CORRECT,2,Sachsen-Anhalt,,holidays,2020-05-18,2020-05-31,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
45,NEW,2,Schleswig-Holstein,,holidays,2020-05-22,2020-05-25,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
46,NEW,2,Thüringen,,holidays,2020-05-22,2020-05-25,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
51,CORRECT,2,Baden-Württemberg,,schools,2020-03-17,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020117&psml=bsbawueprod.psml&max=true,
52,CORRECT,2,Bayern,,schools,2020-03-16,,,https://www.verkuendung-bayern.de/baymbl/2020-140/,
54,CORRECT,2,Brandenburg,,schools,2020-03-18,,,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
55,CORRECT,2,Bremen,,schools,2020-03-16,,,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
56,CORRECT,2,Hamburg,,schools,2020-03-16,,allow below 14,https://www.hamburg.de/allgemeinverfuegungen/13729978/2020-03-13-allgemeinverfuegung/,
57,CORRECT,2,Hessen,,schools,2020-03-16,,,http://starweb.hessen.de/cache/GVBL/2020/00008.pdf#page=5,
58,CORRECT,2,Mecklenburg-Vorpommern,,schools,2020-03-16,,,http://www.landesrecht-mv.de/jportal/portal/page/bsmvprod.psml?doc.id=VVMV-VVMV000009751&showdoccase=1,
59,CORRECT,2,Niedersachsen,,schools,2020-03-16,,,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
60,NEW,2,Nordrhein-Westfalen,,schools,2020-03-16,,,https://www1.wdr.de/radio/wdr5/sendungen/tagesgespraech/tg-dreizehnter-maerz-106.html,
61,CORRECT,2,Rheinland-Pfalz,,schools,2020-03-16,,,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
62,CORRECT,2,Saarland,,schools,2020-03-16,,,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
63,CORRECT,2,Sachsen,,schools,2020-03-16,,schools open but no teaching,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
64,CORRECT,2,Sachsen-Anhalt,,schools,2020-03-16,,,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
65,CORRECT,2,Schleswig-Holstein,,schools,2020-03-16,,,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
66,CORRECT,2,Thüringen,,schools,2020-03-17,,,https://www.tagesschau.de/inland/corona-schulschliessungen-103.html,
68,CORRECT,2,Baden-Württemberg,,sports,2020-03-17,,limited,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020117&psml=bsbawueprod.psml&max=true,
69,CORRECT,2,Baden-Württemberg,,bars,2020-03-17,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020117&psml=bsbawueprod.psml&max=true,
70,CORRECT,2,Baden-Württemberg,,events,2020-03-17,,100,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020117&psml=bsbawueprod.psml&max=true,
71,CORRECT,2,Baden-Württemberg,,kitas,2020-03-17,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020117&psml=bsbawueprod.psml&max=true,
72,CORRECT,2,Baden-Württemberg,,restaurants,2020-03-17,,limited,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020117&psml=bsbawueprod.psml&max=true,
73,CORRECT,2,Baden-Württemberg,,shops,2020-03-17,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020117&psml=bsbawueprod.psml&max=true,
74,CORRECT,2,Baden-Württemberg,,universities,2020-03-17,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020117&psml=bsbawueprod.psml&max=true,
75,CORRECT,2,Baden-Württemberg,,sports,2020-03-18,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020120&psml=bsbawueprod.psml&max=true,
76,CORRECT,2,Baden-Württemberg,,events,2020-03-18,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020120&psml=bsbawueprod.psml&max=true,
77,CORRECT,2,Baden-Württemberg,,gatherings,2020-03-21,,3,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020133-1&psml=bsbawueprod.psml&max=true,
78,CORRECT,2,Baden-Württemberg,,restaurants,2020-03-21,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020133-1&psml=bsbawueprod.psml&max=true,
79,CORRECT,2,Baden-Württemberg,,distance,2020-03-23,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020135&psml=bsbawueprod.psml&max=true,
80,CORRECT,2,Baden-Württemberg,,gatherings,2020-03-23,,hh+1,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020135&psml=bsbawueprod.psml&max=true,
81,CORRECT,2,Baden-Württemberg,,shops2,2020-04-20,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020189-1&psml=bsbawueprod.psml&max=true,
82,CORRECT,2,Baden-Württemberg,,masks,2020-04-27,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020192&psml=bsbawueprod.psml&max=true,
83,CORRECT,2,Baden-Württemberg,,churches open,2020-05-04,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020206&psml=bsbawueprod.psml&max=true,
84,CORRECT,2,Baden-Württemberg,,schools open,2020-05-04,,limited,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020229-1&psml=bsbawueprod.psml&max=true,
85,CORRECT,2,Baden-Württemberg,,gatherings,2020-05-11,,2hh,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020266&psml=bsbawueprod.psml&max=true,
86,CORRECT,2,Baden-Württemberg,,restaurants open,2020-05-11,,outside,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020266&psml=bsbawueprod.psml&max=true,
87,CORRECT,2,Baden-Württemberg,,sports open,2020-05-11,,limited,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020266&psml=bsbawueprod.psml&max=true,
88,CORRECT,2,Baden-Württemberg,,shops open,2020-05-11,,,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020266&psml=bsbawueprod.psml&max=true,
89,CORRECT,2,Baden-Württemberg,,restaurants open,2020-05-18,,,https://www.baden-wuerttemberg.de/fileadmin/redaktion/dateien/PDF/Coronainfos/200528_SM-WM_CoronaVO_Gaststaetten_konsolidiert_ab-200602.pdf,
90,CORRECT,2,Baden-Württemberg,,events open,2020-05-27,,100,http://www.landesrecht-bw.de/jportal/?quelle=jlink&docid=VB-BW-GBl2020325-1&psml=bsbawueprod.psml&max=true,
94,CORRECT,2,Baden-Württemberg,,kitas open,2020-04-27,,limited,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_Mai.pdf?__blob=publicationFile,
95,CORRECT,2,Baden-Württemberg,,kitas open,2020-05-18,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_Mai.pdf?__blob=publicationFile,
98,NEW,3,Baden-Württemberg,SK Freiburg,curfew,2020-03-21,2020-04-04,,https://www.swr.de/swraktuell/baden-wuerttemberg/suedbaden/freiburg-erlaesst-betretungsverbot-fuer-oeffetnliche-platze-100.html,
99,NEW,3,Baden-Württemberg,SK Freiburg,gatherings,2020-03-21,2020-04-04,hh+1,https://www.swr.de/swraktuell/baden-wuerttemberg/suedbaden/freiburg-erlaesst-betretungsverbot-fuer-oeffetnliche-platze-100.html,
100,NEW,3,Baden-Württemberg,SK Freiburg,sports,2020-03-21,2020-04-04,,https://www.swr.de/swraktuell/baden-wuerttemberg/suedbaden/freiburg-erlaesst-betretungsverbot-fuer-oeffetnliche-platze-100.html,
102,CORRECT,3,Baden-Württemberg,LK Rottweil,masks,2020-04-17,,,http://ftp.iza.org/dp13319.pdf,
104,CORRECT,2,Bayern,,kitas,2020-03-16,,,https://www.sueddeutsche.de/bayern/coronavirus-bayern-schulen-kitas-geschlossen-1.4843311,
105,CORRECT,2,Bayern,,churches open,2020-05-04,,,https://www.verkuendung-bayern.de/baymbl/2020-239/,
106,NEW,2,Bayern,,curfew,2020-03-21,2020-04-04,,https://www.verkuendung-bayern.de/baymbl/2020-152/,https://www.verkuendung-bayern.de/baymbl/2020-239/
107,CORRECT,2,Bayern,,distance,2020-03-21,,,https://www.verkuendung-bayern.de/baymbl/2020-152/,
108,CORRECT,2,Bayern,,events,2020-03-11,,1000,https://www.verkuendung-bayern.de/baymbl/2020-139/,
109,CORRECT,2,Bayern,,events,2020-03-17,,,https://www.verkuendung-bayern.de/baymbl/2020-143/,
110,CORRECT,2,Bayern,,events open,2020-05-04,,50,https://www.verkuendung-bayern.de/baymbl/2020-239/,
111,CORRECT,2,Bayern,,shops open,2020-05-11,,,https://www.verkuendung-bayern.de/baymbl/2020-240/,
112,CORRECT,2,Bayern,,gatherings,2020-05-11,,hh+1,https://www.verkuendung-bayern.de/baymbl/2020-240/,
113,CORRECT,2,Bayern,,gatherings,2020-05-30,,2hh,https://www.verkuendung-bayern.de/baymbl/2020-304/,
115,CORRECT,2,Bayern,,masks recommended,2020-04-20,,,https://www.verkuendung-bayern.de/gvbl/2020-214/,
116,CORRECT,2,Bayern,,masks,2020-04-27,,,http://ftp.iza.org/dp13319.pdf,
117,CORRECT,2,Bayern,,restaurants,2020-03-21,,,https://www.verkuendung-bayern.de/baymbl/2020-152/,
118,NEW,2,Bayern,,restaurants,2020-03-18,,limited,https://www.verkuendung-bayern.de/baymbl/2020-143/,
119,CORRECT,2,Bayern,,restaurants open,2020-05-30,,,https://www.verkuendung-bayern.de/baymbl/2020-304/,
120,NEW,2,Bayern,,schools open,2020-05-11,,one old class,https://www.verkuendung-bayern.de/baymbl/2020-251/,
121,NEW,2,Bayern,,schools open,2020-05-18,,one young class,https://www.verkuendung-bayern.de/baymbl/2020-251/,
124,CORRECT,2,Bayern,,bars,2020-03-17,,,https://www.verkuendung-bayern.de/baymbl/2020-143/,
125,NEW,2,Bayern,,shops,2020-03-18,,,https://www.verkuendung-bayern.de/baymbl/2020-143/,
126,CORRECT,2,Bayern,,shops2,2020-04-20,,,https://www.verkuendung-bayern.de/gvbl/2020-214/,
127,CORRECT,2,Bayern,,sports,2020-03-17,,,https://www.verkuendung-bayern.de/baymbl/2020-143/,
130,CORRECT,2,Bayern,,kitas open,2020-05-11,,limited,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_Mai.pdf?__blob=publicationFile,
134,CORRECT,3,Bayern,LK Tirschenreuth,curfew,2020-03-19,2020-04-07,limited,https://www.kreis-tir.de/fileadmin/user_upload/Ausgangssperre_MIT.pdf,https://www.kreis-tir.de/buergerservice/aktuelles/news/news/detail/News/corona-virus-ausgangssperre-in-mitterteich-wird-am-7-april-aufgehoben/
135,NEW,3,Bayern,LK Tirschenreuth,festivities,2020-03-07,2020-03-09,limited,https://www.kreis-tir.de/fileadmin/user_upload/rki_ergebnis.pdf,https://www.kreis-tir.de/buergerservice/aktuelles/news/news/detail/News/corona-virus-ausgangssperre-in-mitterteich-wird-am-7-april-aufgehoben/
138,NEW,2,Berlin,,events,2020-03-12,,1000,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2020/pressemitteilung.906069.php,
139,CORRECT,2,Berlin,,kitas,2020-03-17,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_Mai.pdf?__blob=publicationFile,
140,CORRECT,2,Berlin,,events,2020-03-14,,50,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-10-vom-19-3-2020-s-209-212.pdf#page=2,
141,CORRECT,2,Berlin,,bars,2020-03-14,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-10-vom-19-3-2020-s-209-212.pdf#page=2,
142,CORRECT,2,Berlin,,sports,2020-03-14,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-10-vom-19-3-2020-s-209-212.pdf#page=2,
143,CORRECT,2,Berlin,,restaurants,2020-03-14,,limited,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-10-vom-19-3-2020-s-209-212.pdf#page=2,
145,CORRECT,2,Berlin,,schools,2020-03-16,,limited,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-10-vom-19-3-2020-s-209-212.pdf#page=2,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2020/pressemitteilung.906900.php
146,CORRECT,2,Berlin,,restaurants,2020-03-22,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-12-vom-27-3-2020-s-217-224.pdf#page=2,
147,CORRECT,2,Berlin,,distance,2020-03-22,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-12-vom-27-3-2020-s-217-224.pdf#page=3,
148,CORRECT,2,Berlin,,events,2020-03-22,,10,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-12-vom-27-3-2020-s-217-224.pdf#page=3,
149,CORRECT,2,Berlin,,events,2020-04-03,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-14-vom-15-4-2020-s-233-244.pdf#page=2,
150,CORRECT,2,Berlin,,shops,2020-04-03,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-14-vom-15-4-2020-s-233-244.pdf#page=2,
151,NEW,2,Berlin,,curfew,2020-03-23,2020-04-20,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-14-vom-15-4-2020-s-233-244.pdf#page=2,
152,CORRECT,2,Berlin,,gatherings,2020-04-22,,hh+1,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-17-vom-24-4-2020-s-261-272.pdf#page=3,
153,NEW,2,Berlin,,masks,2020-04-22,,limited,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-17-vom-24-4-2020-s-261-272.pdf#page=3,
154,CORRECT,2,Berlin,,churches open,2020-05-04,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-17-vom-24-4-2020-s-261-272.pdf#page=3,
155,CORRECT,2,Berlin,,shops2,2020-04-22,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-17-vom-24-4-2020-s-261-272.pdf#page=3,
156,CORRECT,2,Berlin,,masks,2020-04-29,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-19-vom-5-5-2020-s-285-296.pdf#page=3,
157,CORRECT,2,Berlin,,gatherings,2020-05-09,,2hh,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-21-vom-16-5-2020-s-305-320.pdf#page=3,
158,CORRECT,2,Berlin,,shops open,2020-05-09,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-21-vom-16-5-2020-s-305-320.pdf#page=3,
159,CORRECT,2,Berlin,,schools open,2020-05-09,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-21-vom-16-5-2020-s-305-320.pdf#page=3,
160,CORRECT,2,Berlin,,sports open,2020-05-15,,limited,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-21-vom-16-5-2020-s-305-320.pdf#page=3,
161,CORRECT,2,Berlin,,restaurants open,2020-05-15,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-21-vom-16-5-2020-s-305-320.pdf#page=3,
162,CORRECT,2,Berlin,,gatherings,2020-05-30,,5,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-26-vom-6-6-2020-s-505-520.pdf,
169,CORRECT,2,Berlin,,kitas open,2020-04-27,,limited,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_Mai.pdf?__blob=publicationFile,
172,CORRECT,2,Hessen,,bars,2020-03-18,,,http://starweb.hessen.de/cache/GVBL/2020/00009.pdf#page=3,
173,CORRECT,2,Hessen,,bars open,2020-05-15,,,https://www.hessen.de/sites/default/files/media/hessen.de_land/corona_ampel_final_v4.pdf,
174,CORRECT,2,Hessen,,churches open,2020-05-01,,,http://starweb.hessen.de/cache/GVBL/2020/00022.pdf#page=2,
175,CORRECT,2,Hessen,,distance,2020-03-21,,,http://starweb.hessen.de/cache/GVBL/2020/00010.pdf#page=2,
176,CORRECT,2,Hessen,,events,2020-03-14,,100,http://starweb.hessen.de/cache/GVBL/2020/00008.pdf#page=5,
177,NEW,2,Hessen,,events,2020-03-21,,5,http://starweb.hessen.de/cache/GVBL/2020/00010.pdf#page=2,
178,CORRECT,2,Hessen,,events open,2020-05-09,,100,http://starweb.hessen.de/cache/GVBL/2020/00024.pdf#page=2,
179,CORRECT,2,Hessen,,gatherings,2020-03-21,,5,http://starweb.hessen.de/cache/GVBL/2020/00010.pdf#page=2,
180,CORRECT,2,Hessen,,gatherings,2020-03-23,,hh+1,https://www.hessen.de/presse/pressemitteilung/gemeinsame-leitlinien-von-bund-und-laendern-weiter-verschaerft,
182,NEW,2,Hessen,,kitas,2020-03-14,,,http://starweb.hessen.de/cache/GVBL/2020/00008.pdf#page=55,
183,CORRECT,2,Hessen,,kitas open,2020-04-20,,limited,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_Mai.pdf?__blob=publicationFile,
185,CORRECT,2,Hessen,,masks,2020-04-27,,,http://starweb.hessen.de/cache/GVBL/2020/00020.pdf#page=2,
186,CORRECT,2,Hessen,,restaurants,2020-03-18,,,http://starweb.hessen.de/cache/GVBL/2020/00009.pdf#page=3,
187,CORRECT,2,Hessen,,restaurants open,2020-05-15,,,https://www.hessen.de/sites/default/files/media/hessen.de_land/corona_ampel_final_v4.pdf,
188,CORRECT,2,Hessen,,schools open,2020-04-27,,limited,http://starweb.hessen.de/cache/GVBL/2020/00019.pdf#page=2,
189,CORRECT,2,Hessen,,schools open,2020-05-18,,limited,http://starweb.hessen.de/cache/GVBL/2020/00024.pdf#page=2,
192,CORRECT,2,Hessen,,shops,2020-03-18,,,http://starweb.hessen.de/cache/GVBL/2020/00009.pdf#page=3,
193,CORRECT,2,Hessen,,shops open,2020-05-09,,,http://starweb.hessen.de/cache/GVBL/2020/00024.pdf#page=2,
194,CORRECT,2,Hessen,,shops2,2020-04-20,,,http://starweb.hessen.de/cache/GVBL/2020/00019.pdf#page=2,
195,CORRECT,2,Hessen,,sports,2020-03-18,,,http://starweb.hessen.de/cache/GVBL/2020/00009.pdf#page=3,
196,NEW,2,Hessen,,sports open,2020-05-09,,limited,http://starweb.hessen.de/cache/GVBL/2020/00024.pdf#page=2,
198,CORRECT,2,Hessen,,universities open,2020-05-15,,,https://www.hessen.de/sites/default/files/media/hessen.de_land/corona_ampel_final_v4.pdf,
