id,check,adm.level,Bundesland,Landkreis,intervention,start,end,comment,reference,reference2
"1,CORRECT,1,,,speech,2020-03-13,,""Merkel,Steinmeier"",https://www.rnd.de/politik/steinmeier-zu-corona-epidemie-dauer-der-krise-noch-nicht-absehbar-PUQP6YC7SGPT2LHBU6TGUH5NIQ.html,https://www.nytimes.com/2020/03/11/world/europe/coronavirus-merkel-germany.html"
428,CORRECT,2,Saarland,,kitas,2020-03-16,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_06-2020.pdf?__blob=publicationFile,
429,CORRECT,2,Saarland,,masks,2020-04-27,,,http://ftp.iza.org/dp13319.pdf,
433,CORRECT,2,Sachsen-Anhalt,,kitas open,2020-05-04,,limited,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_06-2020.pdf?__blob=publicationFile,
434,CORRECT,2,Sachsen-Anhalt,,kitas,2020-03-18,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_06-2020.pdf?__blob=publicationFile,
435,CORRECT,2,Sachsen-Anhalt,,masks,2020-04-22,,,http://ftp.iza.org/dp13319.pdf,
438,CORRECT,2,Schleswig-Holstein,,kitas open,2020-05-01,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_06-2020.pdf?__blob=publicationFile,
439,CORRECT,2,Schleswig-Holstein,,kitas open,2020-04-20,,limited,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_06-2020.pdf?__blob=publicationFile,
440,CORRECT,2,Schleswig-Holstein,,kitas,2020-03-16,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_06-2020.pdf?__blob=publicationFile,
441,CORRECT,2,Schleswig-Holstein,,masks,2020-04-29,,,http://ftp.iza.org/dp13319.pdf,
443,CORRECT,2,Bremen,,kitas,2020-03-16,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_Mai.pdf?__blob=publicationFile,
444,CORRECT,2,Bremen,,kitas open,2020-04-20,,limited,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_Mai.pdf?__blob=publicationFile,
445,CORRECT,2,Bremen,,masks,2020-04-27,,,http://ftp.iza.org/dp13319.pdf,
448,CORRECT,2,Rheinland-Pfalz,,kitas open,2020-04-17,,limited,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_06-2020.pdf?__blob=publicationFile,
449,CORRECT,2,Rheinland-Pfalz,,kitas,2020-03-16,,,https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Projekte_RKI/KiTAStudie_06-2020.pdf?__blob=publicationFile,
450,CORRECT,2,Rheinland-Pfalz,,masks,2020-04-27,,,http://ftp.iza.org/dp13319.pdf,
,CORRECT,2,Berlin,,sports,2020-03-13,,limited,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.906431.php,
,CORRECT,2,Berlin,,restaurants,2020-03-14,,,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2020/pressemitteilung.906900.php,
,CORRECT,2,Bayern,,gatherings,2020-03-17,,hh,https://www.verkuendung-bayern.de/baymbl/2020-143/,
,CORRECT,2,Berlin,,schools,2020-03-17,,,https://www.berlin.de/sen/justiz/service/gesetze-und-verordnungen/2020/ausgabe-nr-10-vom-19-3-2020-s-209-212.pdf#page=2,https://www.berlin.de/sen/uvk/presse/pressemitteilungen/2020/pressemitteilung.906900.php
,CORRECT,2,Nordrhein-Westfalen,,sports,2020-03-17,,limited,https://lexcorona.de/lib/exe/fetch.php?media=rechtsakteland:nrw:erlass-kontakt-reduzierende-massnahmen-15032020.pdf,
,CORRECT,2,Niedersachsen,,events,2020-03-17,,50,https://www.niedersachsen.de/download/153171/Erlass_des_Niedersaechsischen_Gesundheitsministeriums_zur_Beschraenkung_von_sozialen_Kontakten_im_oeffentlichen_Bereich_Handeln-Freizeit-Kultur_vom_16.03.2020.pdf,
,CORRECT,2,Niedersachsen,,gatherings,2020-03-17,,10,https://www.niedersachsen.de/download/153171/Erlass_des_Niedersaechsischen_Gesundheitsministeriums_zur_Beschraenkung_von_sozialen_Kontakten_im_oeffentlichen_Bereich_Handeln-Freizeit-Kultur_vom_16.03.2020.pdf,
,CORRECT,2,Niedersachsen,,bars,2020-03-17,,,https://www.niedersachsen.de/download/153171/Erlass_des_Niedersaechsischen_Gesundheitsministeriums_zur_Beschraenkung_von_sozialen_Kontakten_im_oeffentlichen_Bereich_Handeln-Freizeit-Kultur_vom_16.03.2020.pdf,
,CORRECT,2,Berlin,,shops,2020-03-18,,,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2020/pressemitteilung.908299.php,
,CORRECT,2,Hamburg,,holidays,2020-05-26,2020-08-06,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Mecklenburg-Vorpommern,,holidays,2020-06-22,2020-08-03,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Berlin,,holidays,2020-06-25,2020-08-10,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Brandenburg,,holidays,2020-06-25,2020-08-10,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Nordrhein-Westfalen,,holidays,2020-06-29,2020-08-12,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Schleswig-Holstein,,holidays,2020-06-29,2020-08-10,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Hessen,,holidays,2020-07-06,2020-08-17,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Rheinland-Pfalz,,holidays,2020-07-06,2020-08-17,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Saarland,,holidays,2020-07-06,2020-08-17,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Bremen,,holidays,2020-07-16,2020-08-27,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Niedersachsen,,holidays,2020-07-16,2020-08-27,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Sachsen-Anhalt,,holidays,2020-07-16,2020-08-27,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Sachsen,,holidays,2020-07-20,2020-08-31,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Thüringen,,holidays,2020-07-20,2020-08-31,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Bayern,,holidays,2020-07-27,2020-09-08,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
,CORRECT,2,Baden-Württemberg,,holidays,2020-07-30,2020-09-14,,https://www.t-online.de/leben/reisen/reisetipps/id_86983396/schulferien-2020-in-deutschland-das-ist-der-ferienkalender-aller-bundeslaender-.html,
